time,pwmL,pwmR,encL,encR
17.2739734649658,200,200,501,546
17.2850494384766,200,200,520,567
17.2961692810059,200,200,540,587
17.307300567627,200,200,560,607
17.3185615539551,200,200,580,628
17.3297557830811,200,200,601,649
17.3408641815186,200,200,621,669
17.3519706726074,200,200,642,690
17.3620014190674,200,200,662,711
17.3740558624268,200,200,682,732
17.3851280212402,200,200,703,752
17.396203994751,200,200,723,774
17.4077377319336,0,0,743,794
17.4184246063232,0,0,754,806
17.428897857666,0,0,761,813
17.4398727416992,0,0,766,819
17.4508495330811,0,0,770,823
17.4613208770752,0,0,772,825
17.4722328186035,0,0,773,826
17.4831981658936,0,0,773,827
17.4946060180664,0,0,773,827
17.5052452087402,0,0,773,827
17.5161437988281,0,0,773,826
17.5270290374756,0,0,773,826
17.5380115509033,0,0,773,826
17.5489368438721,0,0,773,826
17.5598793029785,0,0,773,826
17.5706100463867,0,0,773,826
17.5814781188965,0,0,773,826
17.5920009613037,0,0,773,826
17.602912902832,0,0,773,826
17.613977432251,0,0,773,826
17.6244640350342,0,0,773,826
17.6354637145996,0,0,773,826
17.6464157104492,0,0,773,826
17.6570129394531,0,0,773,826
17.6679782867432,0,0,773,826
17.6789703369141,0,0,773,826
17.6894416809082,0,0,773,826
17.7003841400146,0,0,773,826
17.7114524841309,0,0,773,826
17.7220287322998,0,0,773,826
17.7330074310303,0,0,773,826
17.7439918518066,0,0,773,826
17.7543888092041,0,0,773,826
17.7653141021729,0,0,773,826
17.7763042449951,0,0,773,826
17.786901473999,0,0,773,826
17.7978610992432,0,0,773,826
17.8089294433594,0,0,773,826
17.8193836212158,0,0,773,826
17.8303642272949,0,0,773,826
17.8413772583008,0,0,773,826
17.851001739502,0,0,773,826
17.8629817962646,0,0,773,826
17.8739891052246,0,0,773,826
17.8844528198242,0,0,773,826
17.8950176239014,200,200,772,825
17.9060039520264,200,200,763,818
17.916955947876,200,200,754,809
17.9279403686523,200,200,744,799
17.9389171600342,200,200,734,788
17.9499244689941,200,200,722,777
17.9609565734863,200,200,707,763
17.9719924926758,200,200,691,747
17.9829692840576,200,200,674,729
17.9941329956055,200,200,654,710
18.0052738189697,200,200,635,692
18.0163974761963,200,200,615,674
18.0274810791016,200,200,596,655
18.0385723114014,200,200,576,635
18.0496463775635,200,200,556,615
18.060697555542,200,200,535,595
18.0718212127686,200,200,515,574
18.0829162597656,200,200,494,553
18.0941143035889,200,200,473,532
18.105297088623,200,200,451,511
18.1165256500244,200,200,430,489
18.1276359558105,200,200,408,468
18.1387996673584,200,200,385,446
18.1499729156494,200,200,363,423
18.1610565185547,200,200,341,402
18.1721172332764,200,200,319,381
18.1831531524658,200,200,298,360
18.193660736084,200,200,277,339
18.2048282623291,200,200,255,317
18.215991973877,200,200,233,295
18.2271251678467,200,200,211,273
18.2382965087891,200,200,189,250
18.2494373321533,200,200,167,228
18.2605762481689,200,200,145,206
18.2717094421387,200,200,123,184
18.282901763916,200,200,101,161
18.2934322357178,200,200,80,141
18.3044967651367,200,200,58,119
18.3155612945557,200,200,38,98
18.3266162872314,200,200,17,76
18.3376865386963,200,200,-4,55
18.3487606048584,200,200,-25,34
18.3598728179932,200,200,-47,13
18.3709125518799,200,200,-68,-8
18.381368637085,0,0,-88,-28
18.3920001983643,0,0,-100,-40
18.4025611877441,0,0,-107,-47
18.4130249023438,0,0,-111,-52
18.423547744751,0,0,-115,-56
18.4340000152588,0,0,-117,-58
18.4444522857666,0,0,-118,-60
18.4554557800293,0,0,-119,-61
18.4664287567139,0,0,-120,-62
18.4770164489746,0,0,-120,-62
18.488073348999,0,0,-120,-62
18.499080657959,0,0,-120,-62
18.5095252990723,0,0,-120,-62
18.5205364227295,0,0,-120,-61
18.5314674377441,0,0,-120,-60
18.542013168335,0,0,-119,-60
18.5529804229736,0,0,-119,-60
18.5639457702637,0,0,-119,-60
18.5755043029785,0,0,-119,-60
18.5860996246338,0,0,-119,-60
18.5971126556396,0,0,-119,-60
18.6081771850586,0,0,-119,-60
18.618724822998,0,0,-119,-60
18.6291408538818,0,0,-119,-60
18.6396636962891,0,0,-119,-60
18.6507167816162,0,0,-119,-60
18.661657333374,0,0,-119,-60
18.6722526550293,0,0,-119,-60
18.6827411651611,0,0,-119,-60
18.6932697296143,0,0,-119,-60
18.7041282653809,0,0,-119,-60
18.7151203155518,0,0,-119,-60
18.7255840301514,0,0,-119,-60
18.7365245819092,0,0,-119,-60
18.7474613189697,0,0,-119,-60
18.7569999694824,0,0,-119,-60
18.7689170837402,0,0,-119,-60
18.7799415588379,0,0,-119,-60
18.790412902832,0,0,-119,-60
18.8013687133789,0,0,-119,-60
18.8123836517334,0,0,-119,-60
18.8229923248291,0,0,-119,-60
18.8339405059814,0,0,-119,-60
18.8449249267578,0,0,-119,-60
18.8553886413574,0,0,-119,-60
18.8666820526123,300,300,-119,-60
18.8776016235352,300,300,-111,-53
18.8886051177979,300,300,-96,-38
18.8996200561523,300,300,-80,-21
18.9105052947998,300,300,-60,-1
18.9216499328613,300,300,-38,22
18.9327850341797,300,300,-15,48
18.9431972503662,300,300,7,72
18.9543724060059,300,300,32,99
18.9656009674072,300,300,58,127
18.976957321167,300,300,84,155
18.9881610870361,300,300,111,182
18.9992961883545,300,300,138,210
19.0105648040771,300,300,165,238
19.0217781066895,300,300,192,267
19.0330219268799,300,300,223,298
19.044303894043,300,300,256,331
19.0556449890137,300,300,288,363
19.0664520263672,300,300,320,394
19.0771141052246,300,300,350,424
19.0877056121826,300,300,380,454
19.0980014801025,300,300,412,486
19.1101894378662,300,300,441,516
19.1214847564697,300,300,472,548
19.1327800750732,300,300,504,580
19.1440200805664,300,300,536,613
19.1553478240967,300,300,569,646
19.1665802001953,300,300,602,679
19.1780414581299,300,300,635,712
19.1893329620361,300,300,668,745
19.2006454467773,300,300,700,779
19.2119407653809,300,300,733,812
19.223165512085,300,300,766,846
19.2344646453857,300,300,799,879
19.2458000183105,300,300,832,913
19.2569770812988,300,300,865,946
19.2681770324707,300,300,898,979
19.2795524597168,300,300,932,1012
19.290843963623,300,300,964,1045
19.3020248413086,300,300,996,1077
19.3132610321045,300,300,1028,1110
19.3245487213135,300,300,1061,1142
19.3358497619629,300,300,1094,1175
19.3470592498779,300,300,1126,1208
19.3576316833496,0,0,1155,1237
19.3682842254639,0,0,1173,1257
19.3790702819824,0,0,1185,1270
19.3895454406738,0,0,1193,1279
19.4000816345215,0,0,1198,1284
19.4110813140869,0,0,1200,1286
19.4220809936523,0,0,1200,1287
19.432544708252,0,0,1200,1287
19.4435176849365,0,0,1200,1287
19.4545650482178,0,0,1200,1287
19.4651527404785,0,0,1200,1286
19.4761142730713,0,0,1200,1286
19.4871253967285,0,0,1199,1286
19.4975929260254,0,0,1198,1286
19.508544921875,0,0,1197,1286
19.5194892883301,0,0,1196,1286
19.5300483703613,0,0,1196,1286
19.5409927368164,0,0,1196,1286
19.5519237518311,0,0,1196,1286
19.5624313354492,0,0,1196,1286
